INSP_REQ_NO,INSP_RESULT_NO,INSP_CLASS_CD,INSP_DT,BP_CD,ITEM_CD,PLANT_CD,LOT_NO,LOT_SIZE,SL_CD,INSP_QTY,DEFECT_QTY,DECISION,INSPECTOR_CD,RMK,SL_CD_FOR_GOOD,SL_CD_FOR_DEFECT,STATUS_FLAG,TRANSFER_FLAG,RELEASE_DT,GOODS_QTY,DEFECTIVES_QTY
QR000588,1,R,2026-01-28 00:00:00,1348149488,D8C1-2008000-06,SA00,*,4.000000,A602,4.000000,0.000000,A,13,,A602,,R,Y,2026-01-28 00:00:00,4.000000,0.000000
QR000587,1,R,2026-01-28 00:00:00,1348645361,DF05010,SA00,*,30.000000,A503,30.000000,0.000000,A,13,,A503,,R,Y,2026-01-28 00:00:00,30.000000,0.000000
QR000586,1,R,2026-01-28 00:00:00,1348645361,DF01710,SA00,*,30.000000,A503,30.000000,0.000000,A,13,,A503,,R,Y,2026-01-28 00:00:00,30.000000,0.000000
QR000576,1,R,2026-01-26 00:00:00,1348149488,D323431,SA00,*,4.000000,A602,4.000000,0.000000,A,13,,A602,,R,Y,2026-01-26 00:00:00,4.000000,0.000000
QR000575,1,R,2026-01-26 00:00:00,1348149488,D4B3-3221000-01,SA00,*,4.000000,A602,4.000000,0.000000,A,13,,A602,,R,Y,2026-01-26 00:00:00,4.000000,0.000000
QR000573,1,R,2026-01-26 00:00:00,2298600847,EC04400,SA00,*,2.000000,A604,2.000000,0.000000,A,13,,A604,,R,Y,2026-01-26 00:00:00,2.000000,0.000000
QR000572,1,R,2026-01-26 00:00:00,2298600847,EC08100,SA00,*,2.000000,A604,2.000000,0.000000,A,13,,A604,,R,Y,2026-01-26 00:00:00,2.000000,0.000000
QR000570,1,R,2026-01-23 00:00:00,2298600847,ES05200,SA00,*,4.000000,A604,4.000000,0.000000,A,13,,A604,,R,Y,2026-01-23 00:00:00,4.000000,0.000000
QR000569,1,R,2026-01-23 00:00:00,2348802346,6400007-2400010,SA00,*,3.000000,A700,3.000000,0.000000,A,13,,A700,,R,Y,2026-01-23 00:00:00,3.000000,0.000000
QR000562,1,R,2026-01-23 00:00:00,2298600847,ES05200,SA00,*,5.000000,A604,5.000000,0.000000,A,13,,A604,,R,Y,2026-01-23 00:00:00,5.000000,0.000000
QR000558,1,R,2026-01-23 00:00:00,1378127519,A043101C,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-01-23 00:00:00,1.000000,0.000000
QR000553,1,R,2026-01-22 00:00:00,1098145190,M021-14100,SA00,*,1.000000,A700,1.000000,0.000000,A,13,,A700,,R,Y,2026-01-22 00:00:00,1.000000,0.000000
QR000486,1,R,2026-01-21 00:00:00,1348149488,D8J3-3216000-00,SA00,*,4.000000,A602,4.000000,0.000000,A,13,,A602,,R,Y,2026-01-21 00:00:00,4.000000,0.000000
QR000484,1,R,2026-01-21 00:00:00,2298600847,EC04400,SA00,*,2.000000,A604,2.000000,0.000000,A,13,,A604,,R,Y,2026-01-21 00:00:00,2.000000,0.000000
QR000475,1,R,2026-01-20 00:00:00,1348149488,D323431,SA00,*,2.000000,A602,2.000000,0.000000,A,13,,A602,,R,Y,2026-01-20 00:00:00,2.000000,0.000000
QR000417,1,R,2026-01-19 00:00:00,1348149488,D8J3-3216000-00,SA00,*,2.000000,A600,2.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,2.000000,0.000000
QR000286,1,R,2026-01-19 00:00:00,1348149488,D323431,SA00,*,3.000000,A600,3.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,3.000000,0.000000
QR000285,1,R,2026-01-19 00:00:00,1348149488,T1D3-3401500-00,SA00,*,3.000000,A600,3.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,3.000000,0.000000
QR000284,1,R,2026-01-19 00:00:00,1348149488,D8J3-3216000-00,SA00,*,3.000000,A600,3.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,3.000000,0.000000
QR000283,1,R,2026-01-19 00:00:00,1348149488,D303221,SA00,*,3.000000,A600,3.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,3.000000,0.000000
QR000282,1,R,2026-01-19 00:00:00,1348149488,D323431,SA00,*,1.000000,A600,1.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,1.000000,0.000000
QR000281,1,R,2026-01-19 00:00:00,1348149488,T1D3-3401500-00,SA00,*,1.000000,A600,1.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,1.000000,0.000000
QR000280,1,R,2026-01-19 00:00:00,1348149488,D8J3-3216000-00,SA00,*,1.000000,A600,1.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,1.000000,0.000000
QR000279,1,R,2026-01-19 00:00:00,1348149488,D303221,SA00,*,1.000000,A600,1.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,1.000000,0.000000
QR000227,1,R,2026-01-19 00:00:00,1348149488,Z2P3-2738000-12,SA00,*,2.000000,A600,2.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,2.000000,0.000000
QR000224,1,R,2026-01-19 00:00:00,1348149488,D8C1-2008000-06,SA00,*,3.000000,A600,3.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,3.000000,0.000000
QR000223,1,R,2026-01-19 00:00:00,1348149488,D8C1-2008000-06,SA00,*,2.000000,A600,2.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,2.000000,0.000000
QR000222,1,R,2026-01-19 00:00:00,1348149488,D8C1-2008000-06,SA00,*,2.000000,A600,2.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,2.000000,0.000000
QR000221,1,R,2026-01-19 00:00:00,1348149488,D8C1-2008000-06,SA00,*,1.000000,A600,1.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,1.000000,0.000000
QR000219,1,R,2026-01-19 00:00:00,3320703029,Z5P3-220100C-00,SA00,*,2.000000,A600,2.000000,0.000000,A,13,,A600,,R,Y,2026-01-19 00:00:00,2.000000,0.000000
QR000217,1,R,2025-09-12 00:00:00,1408116129,Q61105,SH00,*,2.000000,B50A,2.000000,2.000000,A,01,,,B50A,R,Y,2025-10-29 00:00:00,0.000000,2.000000
QR000167,1,R,2021-12-07 00:00:00,1408191813,F81112,SH00,*,5.000000,B700,5.000000,0.000000,A,01,,B700,,R,Y,2021-12-07 00:00:00,5.000000,0.000000
QR000166,1,R,2021-11-02 00:00:00,1408191813,C03282,SH00,*,30.000000,B700,0.000000,0.000000,A,01,,B700,,R,Y,2022-12-01 00:00:00,30.000000,0.000000
QR000165,1,R,2022-12-31 00:00:00,1138679597,AS0232,SH00,*,3.000000,C700,0.000000,0.000000,A,01,,C700,,R,Y,2022-12-31 00:00:00,3.000000,0.000000
QR000164,1,R,2022-12-31 00:00:00,1138679597,AS0231,SH00,*,3.000000,C700,0.000000,0.000000,A,01,,C700,,R,Y,2022-12-31 00:00:00,3.000000,0.000000
QR000163,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2351,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000162,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2350,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000161,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2347,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000160,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2345,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000159,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2344,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000158,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2342,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000157,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2341,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000156,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2338,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000155,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2335,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000154,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2332,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000153,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2312,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000152,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2305,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000151,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2278,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000150,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2277,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000149,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2272,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000148,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2270,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000147,1,R,2021-05-01 00:00:00,1408191813,E81179,SH00,2257,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-05-01 00:00:00,1.000000,0.000000
QR000146,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2324,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000145,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2323,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000144,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2321,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000143,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2318,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000142,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2316,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000141,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2314,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000140,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2307,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000139,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2304,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000138,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2301,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000137,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2299,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000136,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2292,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000135,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2285,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000134,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2283,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000133,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2282,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000132,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2281,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000131,1,R,2021-03-11 00:00:00,1408191813,E81179,SH00,2280,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-03-11 00:00:00,1.000000,0.000000
QR000130,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2326,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000129,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2325,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000128,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2322,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000127,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2319,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000126,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2317,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000125,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2315,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000124,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2311,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000123,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2309,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000122,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2306,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000121,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2302,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000120,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2300,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000119,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2298,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000118,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2297,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000117,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2296,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000116,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2295,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000115,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2294,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000114,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2293,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000113,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2284,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000112,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2273,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000111,1,R,2021-02-24 00:00:00,1408191813,E81179,SH00,2271,1.000000,B500,0.000000,0.000000,A,01,,B500,,R,Y,2021-02-24 00:00:00,1.000000,0.000000
QR000110,1,R,2021-01-28 00:00:00,1358629724,K11380WW,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000109,1,R,2021-01-28 00:00:00,1358629724,J11200WW,SH00,*,3.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,3.000000,0.000000
QR000108,1,R,2021-01-28 00:00:00,1358645952,W70023,SH00,*,5.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,5.000000,0.000000
QR000107,1,R,2021-01-28 00:00:00,1358645952,B03157,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000106,1,R,2021-01-28 00:00:00,1358645952,A51369,SH00,*,16.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,16.000000,0.000000
QR000105,1,R,2021-01-28 00:00:00,1358645952,G33602,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000104,1,R,2021-01-28 00:00:00,1358645952,A61626,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000103,1,R,2021-01-28 00:00:00,1358645952,W70023,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000102,1,R,2021-01-28 00:00:00,1358645952,W04609,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000101,1,R,2021-01-28 00:00:00,1358645952,W04603,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000100,1,R,2021-01-28 00:00:00,1358645952,W01078,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000099,1,R,2021-01-28 00:00:00,1358645952,W01075,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000098,1,R,2021-01-28 00:00:00,1358645952,J10140,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000097,1,R,2021-01-28 00:00:00,1358645952,G33602,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000096,1,R,2021-01-28 00:00:00,1358645952,E11624,SH00,*,10.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,10.000000,0.000000
QR000095,1,R,2021-01-28 00:00:00,1358645952,B13228,SH00,*,1.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
QR000094,1,R,2021-01-28 00:00:00,1358645952,B10101,SH00,*,2.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,2.000000,0.000000
QR000093,1,R,2021-01-28 00:00:00,1358645952,A51605,SH00,*,6.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,6.000000,0.000000
QR000092,1,R,2021-01-28 00:00:00,1358645952,A51369,SH00,*,4.000000,C700,1.000000,0.000000,A,01,,C700,,R,Y,2021-01-28 00:00:00,4.000000,0.000000
QR000078,1,R,2021-01-28 00:00:00,1138184469,C11112LL,SH00,16333,1.000000,B500,1.000000,0.000000,A,01,,B500,,R,Y,2021-01-28 00:00:00,1.000000,0.000000
