INSP_REQ_NO,INSP_RESULT_NO,INSP_CLASS_CD,INSP_DT,BP_CD,ITEM_CD,PLANT_CD,LOT_NO,LOT_SIZE,SL_CD,INSP_QTY,DEFECT_QTY,DECISION,INSPECTOR_CD,RMK,SL_CD_FOR_GOOD,SL_CD_FOR_DEFECT,STATUS_FLAG,TRANSFER_FLAG,RELEASE_DT,GOODS_QTY,DEFECTIVES_QTY
QR001771,1,R,2026-04-13 00:00:00,2298600847,EC08100,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-13 00:00:00,2.000000,0.000000
QR001770,1,R,2026-04-13 00:00:00,2298600847,EC08100,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-13 00:00:00,2.000000,0.000000
QR001769,1,R,2026-04-09 00:00:00,1378127519,T4S1-3101000-13,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,2.000000,0.000000
QR001756,1,R,2026-04-09 00:00:00,3320703029,D705331,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001755,1,R,2026-04-09 00:00:00,3320703029,D705330,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001744,1,R,2026-04-09 00:00:00,1408131509,D531122,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001743,1,R,2026-04-09 00:00:00,1378127519,T4N2-2316000-04,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,4.000000,0.000000
QR001742,1,R,2026-04-09 00:00:00,1378127519,T4S1-3101000-13,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,2.000000,0.000000
QR001618,1,R,2026-04-09 00:00:00,1348149488,D703705,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001617,1,R,2026-04-09 00:00:00,1348149488,D703341A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001616,1,R,2026-04-09 00:00:00,1348149488,D703342A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,1.000000,0.000000
QR001615,1,R,2026-04-09 00:00:00,1348149488,D701317,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-09 00:00:00,2.000000,0.000000
QR001614,1,R,2026-04-08 00:00:00,1378115105,D8B3-3112000-01,SA00,*,4.000000,A700,4.000000,0.000000,A,13,,A700,,R,Y,2026-04-08 00:00:00,4.000000,0.000000
QR001612,1,R,2026-04-07 00:00:00,2298600847,EC08200,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-07 00:00:00,4.000000,0.000000
QR001601,1,R,2026-04-06 00:00:00,2298600847,ES05200,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,4.000000,0.000000
QR001600,1,R,2026-04-06 00:00:00,2088702433,D705302E,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001592,1,R,2026-04-06 00:00:00,2088702433,D705703,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001591,1,R,2026-04-06 00:00:00,2088702433,D703202F,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001590,1,R,2026-04-06 00:00:00,2088702433,D705303C,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001589,1,R,2026-04-06 00:00:00,2088702433,D705139,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001588,1,R,2026-04-06 00:00:00,2088702433,D704550,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001587,1,R,2026-04-06 00:00:00,2088702433,D703336D,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001586,1,R,2026-04-06 00:00:00,2088702433,D701612,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001585,1,R,2026-04-06 00:00:00,2088702433,D701105A,SA00,*,1.000000,A601,1.000000,0.000000,A,13,,A601,,R,Y,2026-04-06 00:00:00,1.000000,0.000000
QR001583,1,R,2026-04-02 00:00:00,1378127519,T4S1-3101000-13,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-04-02 00:00:00,2.000000,0.000000
QR001524,1,R,2026-04-01 00:00:00,1348149488,D8J3-3216000-00,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-01 00:00:00,4.000000,0.000000
QR001523,1,R,2026-04-01 00:00:00,1348149488,D323431,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-01 00:00:00,4.000000,0.000000
QR001522,1,R,2026-04-01 00:00:00,1348149488,D303221,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-04-01 00:00:00,4.000000,0.000000
QR001520,1,R,2026-04-01 00:00:00,5148177647,D0031065-V5,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-04-01 00:00:00,10.000000,0.000000
QR001519,1,R,2026-04-01 00:00:00,1138150315,6400005-1000110,SA00,*,6.000000,A601,6.000000,0.000000,A,13,,A601,,R,Y,2026-04-01 00:00:00,6.000000,0.000000
QR001518,1,F,2026-03-31 00:00:00,,T1D1-0000000-00,SA00,389,1.000000,A402,1.000000,0.000000,A,12,,A402,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001517,1,F,2026-03-31 00:00:00,,J8B1-0000000-00,SA00,398,1.000000,A402,1.000000,0.000000,A,12,,A402,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001516,1,F,2026-03-31 00:00:00,,D020000,SA00,336,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001514,1,F,2026-03-31 00:00:00,,A820000,SA00,2,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001513,1,F,2026-03-31 00:00:00,,A820000,SA00,1,1.000000,A100,1.000000,0.000000,A,15,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001511,1,F,2026-03-31 00:00:00,,D580000,SA00,102,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001510,1,F,2026-03-31 00:00:00,,D580000,SA00,101,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001509,1,F,2026-03-31 00:00:00,,D480000,SA00,27,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001508,1,F,2026-03-31 00:00:00,,D700000,SA00,29,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001507,1,F,2026-03-31 00:00:00,,D580000,SA00,103,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001506,1,F,2026-03-31 00:00:00,,D040000,SA00,206,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001505,1,F,2026-03-31 00:00:00,,D490000,SA00,84,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001504,1,F,2026-03-31 00:00:00,,D490000,SA00,83,1.000000,A100,1.000000,0.000000,A,12,,A100,,R,Y,2026-03-31 00:00:00,1.000000,0.000000
QR001494,1,R,2026-03-30 00:00:00,1348149488,T1D3-3401500-00,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-03-30 00:00:00,4.000000,0.000000
QR001491,1,R,2026-03-30 00:00:00,1348149488,D8C1-2008000-06,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-03-30 00:00:00,2.000000,0.000000
QR001490,1,R,2026-03-30 00:00:00,1348149488,D8C1-2008000-06,SA00,*,2.000000,A601,2.000000,0.000000,A,13,,A601,,R,Y,2026-03-30 00:00:00,2.000000,0.000000
QR001489,1,R,2026-03-30 00:00:00,1348149488,D8C1-2008000-06,SA00,*,4.000000,A601,4.000000,0.000000,A,13,,A601,,R,Y,2026-03-30 00:00:00,4.000000,0.000000
QR001481,1,R,2026-03-30 00:00:00,1348645361,DJ04500,SA00,*,2.000000,A700,2.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,2.000000,0.000000
QR001480,1,R,2026-03-30 00:00:00,1348645361,DF01100,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,5.000000,0.000000
QR001479,1,R,2026-03-30 00:00:00,1348645361,DF02000,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,5.000000,0.000000
QR001478,1,R,2026-03-30 00:00:00,1348645361,DF01200,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,10.000000,0.000000
QR001477,1,R,2026-03-30 00:00:00,1348645361,DF00700C,SA00,*,20.000000,A700,20.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,20.000000,0.000000
QR001476,1,R,2026-03-30 00:00:00,1348645361,DF04900,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,10.000000,0.000000
QR001475,1,R,2026-03-30 00:00:00,1348645361,DF04510,SA00,*,10.000000,A700,10.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,10.000000,0.000000
QR001474,1,R,2026-03-30 00:00:00,1348645361,DF34002,SA00,*,5.000000,A700,5.000000,0.000000,A,13,,A700,,R,Y,2026-03-30 00:00:00,5.000000,0.000000
